tenure,Contract,InternetService,PaymentMethod,SeniorCitizen,Partner,Dependents,PaperlessBilling,PhoneService,OnlineSecurity,TechSupport,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,MonthlyCharges,TotalCharges,Churn
13,Month-to-month,Fiber optic,Credit card,0,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,77.28,988.19,Yes
7,Two year,No,Mailed check,0,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.72,130.93,No
45,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,Yes,No,No,No,Yes,No,No,72.7,3222.25,No
0,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,52.01,49.8,Yes
32,Month-to-month,DSL,Mailed check,0,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,57.36,1883.91,No
54,Two year,No,Credit card,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.32,974.73,No
18,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,68.22,1231.57,No
35,One year,Fiber optic,Credit card,1,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,89.17,3002.75,No
41,One year,DSL,Mailed check,0,No,No,Yes,Yes,No,No,No,Yes,No,Yes,56.08,2284.52,No
48,One year,Fiber optic,Mailed check,1,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,89.38,4423.11,No
33,Month-to-month,DSL,Credit card,0,Yes,Yes,No,Yes,No,No,No,No,Yes,No,49.99,1645.35,Yes
16,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,59.4,984.1,No
0,Month-to-month,No,Credit card,1,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.59,21.41,No
0,Month-to-month,Fiber optic,Credit card,1,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,74.53,72.0,No
55,One year,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,No,No,No,No,No,65.23,3706.9,No
14,Month-to-month,DSL,Mailed check,0,Yes,No,No,No,No,Yes,Yes,Yes,No,No,61.71,834.36,No
2,Month-to-month,Fiber optic,Credit card,0,No,No,No,Yes,No,No,No,No,Yes,Yes,83.89,171.37,Yes
6,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,83.44,493.91,No
36,One year,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,76.65,2757.27,No
0,Month-to-month,DSL,Electronic check,0,No,No,No,Yes,No,No,Yes,No,No,No,54.18,53.39,Yes
38,One year,Fiber optic,Electronic check,0,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,76.48,2968.99,No
38,Month-to-month,DSL,Mailed check,0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,67.37,2459.94,No
52,Two year,No,Bank transfer,1,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.02,1003.9,No
10,One year,DSL,Bank transfer,0,No,No,No,No,No,No,Yes,No,Yes,Yes,65.13,631.84,No
32,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,82.06,2641.37,No
36,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,70.58,2617.92,No
37,Month-to-month,Fiber optic,Mailed check,0,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,98.4,3476.43,No
19,Month-to-month,DSL,Electronic check,0,No,Yes,No,Yes,Yes,No,No,No,Yes,No,58.03,1109.76,Yes
55,Month-to-month,DSL,Electronic check,0,No,Yes,No,Yes,No,No,No,Yes,No,No,51.31,2895.62,Yes
66,Two year,Fiber optic,Electronic check,0,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,92.98,6107.22,No
72,One year,Fiber optic,Bank transfer,1,No,No,Yes,Yes,No,No,No,No,No,No,65.34,4621.94,No
40,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,84.16,3490.57,No
57,One year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,97.52,5331.73,No
8,Month-to-month,No,Bank transfer,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.9,167.19,No
39,Two year,Fiber optic,Electronic check,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,90.0,3555.15,No
20,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,72.81,1508.04,No
35,One year,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,85.36,3106.82,No
45,Two year,Fiber optic,Electronic check,0,No,No,No,Yes,No,Yes,No,Yes,Yes,No,85.28,3869.8,No
16,Month-to-month,Fiber optic,Credit card,0,No,No,No,Yes,No,No,No,No,Yes,Yes,74.27,1197.13,Yes
15,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,No,No,No,Yes,No,69.8,1078.8,Yes
8,Month-to-month,Fiber optic,Credit card,0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,78.57,656.32,Yes
65,Two year,Fiber optic,Mailed check,1,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,92.74,6242.91,No
6,Month-to-month,DSL,Mailed check,0,No,No,No,Yes,No,No,Yes,No,Yes,No,56.3,322.74,No
37,One year,DSL,Bank transfer,0,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,62.59,2370.11,No
35,Two year,Fiber optic,Mailed check,1,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,85.49,2898.89,No
56,Two year,No,Mailed check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.76,1196.77,No
21,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,Yes,No,Yes,No,No,No,No,73.81,1503.34,No
3,Month-to-month,No,Electronic check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.45,64.21,Yes
39,One year,No,Electronic check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.13,688.63,No
16,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,Yes,Yes,No,No,No,No,No,Yes,68.01,1068.04,No
47,Two year,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,105.02,5076.82,No
11,Month-to-month,No,Credit card,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.48,206.25,No
25,Month-to-month,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,No,No,No,No,No,No,63.44,1640.23,No
54,Two year,Fiber optic,Mailed check,0,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,81.44,4286.85,No
33,Month-to-month,DSL,Electronic check,0,No,No,Yes,Yes,No,No,No,Yes,Yes,No,57.54,1827.29,Yes
1,Month-to-month,DSL,Bank transfer,1,No,No,No,Yes,No,No,No,Yes,Yes,No,59.43,58.06,No
15,Month-to-month,No,Credit card,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,268.23,No
8,Month-to-month,DSL,Mailed check,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,57.49,454.83,No
55,Two year,No,Mailed check,0,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.28,1254.51,No
22,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,Yes,Yes,No,No,No,No,No,53.71,1163.34,No
0,Month-to-month,DSL,Electronic check,0,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,59.36,59.29,Yes
27,Month-to-month,DSL,Bank transfer,0,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,62.66,1762.98,No
72,Two year,No,Bank transfer,1,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.61,1515.78,No
21,Month-to-month,No,Electronic check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.13,484.01,No
40,Two year,No,Bank transfer,1,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.68,949.46,No
49,Two year,DSL,Bank transfer,0,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,70.65,3561.44,No
13,Month-to-month,DSL,Electronic check,0,No,No,No,Yes,No,No,No,No,No,No,44.23,590.69,Yes
43,Two year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,81.53,3352.12,No
50,One year,No,Mailed check,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.14,906.8,No
0,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,No,No,Yes,No,No,Yes,Yes,80.87,79.54,Yes
22,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,81.66,1779.06,Yes
72,Two year,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,No,No,Yes,No,Yes,78.76,5463.88,No
72,Two year,DSL,Electronic check,0,No,No,Yes,Yes,No,No,No,Yes,No,No,55.3,3822.79,No
54,One year,DSL,Electronic check,0,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,68.25,3577.33,No
43,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,73.38,3271.25,No
41,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,82.76,3380.5,No
60,Two year,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,97.08,5674.45,No
72,Two year,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,93.76,6518.96,No
35,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,92.54,3094.09,No
23,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,63.75,1490.79,Yes
14,Month-to-month,Fiber optic,Electronic check,0,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,97.04,1403.02,Yes
72,Two year,Fiber optic,Bank transfer,0,Yes,Yes,No,Yes,No,No,Yes,No,No,No,72.26,5154.26,No
0,Month-to-month,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,89.44,89.12,Yes
35,One year,DSL,Mailed check,0,No,No,Yes,Yes,No,Yes,Yes,No,No,No,58.41,2067.4,No
0,Month-to-month,No,Credit card,1,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.03,19.75,No
20,Month-to-month,Fiber optic,Mailed check,0,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,91.19,1824.09,No
44,One year,Fiber optic,Electronic check,1,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,84.22,3683.65,No
8,Month-to-month,DSL,Mailed check,1,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,57.18,443.81,Yes
45,Two year,Fiber optic,Bank transfer,0,Yes,No,No,Yes,No,No,Yes,No,No,No,70.2,3168.89,No
0,Month-to-month,No,Electronic check,0,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.06,20.94,Yes
61,Two year,No,Credit card,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,1136.1,No
11,Month-to-month,DSL,Mailed check,0,No,No,No,Yes,Yes,No,No,No,Yes,No,58.86,633.75,Yes
61,Two year,No,Electronic check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.68,1162.68,No
30,One year,Fiber optic,Mailed check,0,No,No,No,Yes,No,No,No,No,No,Yes,69.29,2036.09,Yes
22,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,79.93,1761.06,Yes
30,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,Yes,No,No,No,No,No,Yes,73.5,2242.7,Yes
26,Month-to-month,Fiber optic,Credit card,0,No,Yes,No,Yes,No,No,No,Yes,Yes,No,78.53,2120.44,Yes
41,One year,Fiber optic,Credit card,0,No,No,Yes,No,No,No,No,No,Yes,Yes,76.78,3084.97,No
52,Two year,DSL,Electronic check,0,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,68.49,3609.93,No
26,Month-to-month,DSL,Electronic check,0,Yes,No,Yes,Yes,No,No,No,No,Yes,No,48.79,1228.24,No
8,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,76.77,596.94,Yes
35,One year,DSL,Bank transfer,0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,61.7,2142.49,Yes
24,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,No,No,No,No,No,Yes,70.75,1722.46,No
63,One year,Fiber optic,Electronic check,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,85.77,5221.14,No
8,Month-to-month,Fiber optic,Credit card,0,No,No,Yes,Yes,No,No,No,No,Yes,No,74.53,625.24,Yes
24,One year,DSL,Electronic check,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,76.49,1914.39,No
59,Two year,DSL,Credit card,0,No,No,No,Yes,Yes,Yes,No,Yes,No,No,62.73,3621.21,No
37,Month-to-month,DSL,Credit card,0,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,63.3,2326.44,No
31,Month-to-month,Fiber optic,Electronic check,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,76.22,2284.11,Yes
18,Month-to-month,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,92.42,1603.43,Yes
58,One year,No,Electronic check,1,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,1072.26,No
0,Month-to-month,Fiber optic,Credit card,0,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,79.94,76.78,Yes
70,Two year,Fiber optic,Mailed check,0,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,91.99,6266.25,No
33,One year,Fiber optic,Credit card,0,No,No,No,Yes,Yes,Yes,Yes,No,No,No,82.37,2625.56,No
28,Month-to-month,Fiber optic,Mailed check,0,No,No,No,Yes,Yes,No,No,No,Yes,Yes,79.76,2152.13,Yes
70,Two year,DSL,Mailed check,0,Yes,No,No,Yes,No,No,Yes,No,Yes,No,61.99,4482.25,No
21,Month-to-month,Fiber optic,Credit card,0,No,No,No,Yes,No,No,Yes,No,No,No,69.88,1472.32,No
55,Two year,DSL,Mailed check,0,No,No,Yes,Yes,No,No,No,No,No,Yes,46.31,2552.29,No
12,Month-to-month,No,Bank transfer,0,No,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.3,254.67,No
65,One year,Fiber optic,Mailed check,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,99.64,6299.32,No
60,Two year,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,No,No,No,No,No,71.68,4348.01,No
58,Two year,No,Electronic check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.59,1081.1,No
72,Two year,DSL,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,65.39,4908.98,No
10,Month-to-month,No,Bank transfer,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.85,204.51,No
50,Two year,Fiber optic,Mailed check,0,No,No,No,Yes,Yes,No,Yes,No,Yes,No,86.21,4264.39,No
53,One year,DSL,Mailed check,0,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,58.81,3236.54,No
66,One year,No,Electronic check,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.79,1374.89,No
19,Month-to-month,Fiber optic,Bank transfer,0,No,Yes,No,Yes,No,No,Yes,Yes,No,No,78.29,1551.41,No
24,Month-to-month,No,Credit card,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.16,539.3,No
13,One year,DSL,Bank transfer,0,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,63.19,804.33,No
39,Month-to-month,No,Credit card,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.59,743.09,No
21,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,87.36,1750.06,No
45,Two year,Fiber optic,Electronic check,0,No,No,Yes,Yes,Yes,No,Yes,No,No,No,75.67,3559.54,Yes
57,Two year,Fiber optic,Mailed check,0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,94.27,5614.14,No
8,Month-to-month,No,Electronic check,1,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.73,155.84,No
23,Two year,Fiber optic,Bank transfer,0,No,No,No,No,No,Yes,No,No,No,No,69.39,1653.63,No
0,Month-to-month,Fiber optic,Credit card,0,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,86.82,86.58,No
20,Month-to-month,No,Electronic check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.51,398.15,Yes
72,Two year,Fiber optic,Credit card,1,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,97.7,6813.62,No
41,Month-to-month,DSL,Electronic check,0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,70.35,2799.48,No
24,Month-to-month,Fiber optic,Bank transfer,0,Yes,No,No,Yes,No,No,No,Yes,No,No,71.19,1770.05,Yes
21,Month-to-month,DSL,Mailed check,1,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,57.03,1170.62,No
31,Month-to-month,Fiber optic,Bank transfer,0,No,No,Yes,Yes,No,Yes,No,No,No,Yes,74.41,2265.31,No
72,Two year,DSL,Electronic check,0,No,No,Yes,Yes,No,No,Yes,No,Yes,No,60.14,4117.36,No
20,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,56.53,1093.45,Yes
20,Month-to-month,Fiber optic,Credit card,1,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,80.75,1676.11,Yes
41,One year,Fiber optic,Mailed check,0,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,92.35,3870.01,No
34,Month-to-month,Fiber optic,Mailed check,0,Yes,No,No,Yes,Yes,Yes,No,No,No,No,76.36,2669.15,No
16,One year,DSL,Bank transfer,0,No,Yes,No,Yes,No,Yes,No,No,No,No,51.37,825.57,No
54,Two year,Fiber optic,Bank transfer,1,No,No,No,Yes,Yes,No,No,No,No,No,71.96,3748.97,No
60,Two year,Fiber optic,Mailed check,0,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,88.67,5058.61,No
24,Two year,Fiber optic,Bank transfer,0,No,Yes,No,Yes,No,No,No,Yes,No,No,75.5,1807.48,No
33,Month-to-month,DSL,Credit card,0,No,No,No,Yes,Yes,No,Yes,No,No,No,59.98,1974.61,No
71,Two year,DSL,Bank transfer,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,78.42,5400.44,No
0,Month-to-month,Fiber optic,Electronic check,0,No,Yes,No,Yes,No,No,No,Yes,No,Yes,76.84,77.93,Yes
11,Month-to-month,No,Credit card,0,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,197.15,No
32,One year,DSL,Electronic check,0,Yes,No,No,Yes,No,No,No,No,Yes,Yes,63.19,2023.5,Yes
4,Month-to-month,No,Electronic check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.33,88.95,Yes
42,Two year,DSL,Credit card,0,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,57.9,2475.95,No
30,One year,Fiber optic,Electronic check,0,Yes,No,No,Yes,No,No,No,Yes,Yes,No,80.41,2306.83,No
64,Two year,No,Electronic check,0,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.2,1457.17,No
38,Month-to-month,No,Mailed check,0,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.19,863.19,Yes
27,Month-to-month,DSL,Credit card,0,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,58.69,1534.03,No
23,One year,Fiber optic,Electronic check,0,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,83.24,1831.81,No
31,Month-to-month,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,85.54,2566.23,Yes
28,Month-to-month,DSL,Electronic check,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,61.15,1740.7,Yes
0,One year,Fiber optic,Mailed check,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,89.74,86.82,Yes
72,Two year,DSL,Mailed check,1,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,65.89,4548.36,No
40,One year,Fiber optic,Electronic check,0,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,83.06,3340.8,No
21,Month-to-month,DSL,Credit card,0,No,No,No,No,No,No,Yes,No,No,No,49.41,1037.12,No
0,Month-to-month,Fiber optic,Bank transfer,0,No,No,No,Yes,No,No,Yes,No,Yes,No,74.06,76.68,Yes
64,One year,Fiber optic,Credit card,0,No,Yes,Yes,Yes,No,No,No,No,No,No,67.13,4183.24,No
23,Month-to-month,Fiber optic,Credit card,1,No,No,No,Yes,No,Yes,Yes,No,No,No,77.62,1847.99,Yes
30,Month-to-month,No,Credit card,0,Yes,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,23.07,660.32,No
0,Month-to-month,DSL,Bank transfer,0,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,67.86,67.84,No
26,Month-to-month,No,Electronic check,1,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,462.01,Yes
27,Month-to-month,DSL,Credit card,1,No,No,No,Yes,No,No,No,No,No,No,43.39,1173.05,No
16,Month-to-month,DSL,Mailed check,0,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,58.99,988.13,No
17,One year,DSL,Electronic check,1,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,65.47,1137.18,No
17,Month-to-month,No,Mailed check,0,No,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,317.95,No
23,One year,No,Electronic check,0,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.23,469.74,No
7,Month-to-month,DSL,Mailed check,0,No,No,Yes,Yes,No,Yes,No,No,No,No,54.87,381.45,No
72,Two year,Fiber optic,Bank transfer,1,No,No,No,Yes,No,No,No,No,No,No,64.65,4665.64,No
19,Month-to-month,DSL,Mailed check,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,63.83,1218.22,No
17,Month-to-month,Fiber optic,Electronic check,0,Yes,Yes,No,Yes,No,No,Yes,No,No,No,72.32,1177.5,Yes
0,Month-to-month,Fiber optic,Electronic check,1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,91.6,87.17,Yes
17,Month-to-month,DSL,Credit card,0,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,57.2,1002.77,No
16,Month-to-month,No,Mailed check,0,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,287.5,No
38,Two year,Fiber optic,Mailed check,0,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,77.91,2888.4,No
71,Two year,Fiber optic,Bank transfer,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,79.5,5451.23,No
